timestamp,type,prox-id,floor,x,y
31-5-2016 09:32, mobile-prox, fadair001,3,44,31
31-5-2016 09:32, mobile-prox, fadair001,3,44,31
31-5-2016 09:32, mobile-prox, fadair001,3,44,31
31-5-2016 09:32, mobile-prox, fadair001,3,44,31
31-5-2016 09:32, mobile-prox, fadair001,3,44,31
31-5-2016 09:33, mobile-prox, lorosco001,3,45,15
31-5-2016 09:33, mobile-prox, eedward001,3,45,15
31-5-2016 09:33, mobile-prox, lorosco001,3,45,15
31-5-2016 09:33, mobile-prox, eedward001,3,45,15
31-5-2016 09:33, mobile-prox, lorosco001,3,45,15
31-5-2016 09:33, mobile-prox, eedward001,3,45,15
31-5-2016 09:33, mobile-prox, lorosco001,3,45,15
31-5-2016 09:33, mobile-prox, eedward001,3,45,15
31-5-2016 09:33, mobile-prox, lorosco001,3,45,15
31-5-2016 09:33, mobile-prox, eedward001,3,45,15
31-5-2016 09:33, mobile-prox, pratigan001,3,40,21
31-5-2016 09:33, mobile-prox, pratigan001,3,40,21
31-5-2016 09:33, mobile-prox, pratigan001,3,40,21
31-5-2016 09:33, mobile-prox, pratigan001,3,40,21
31-5-2016 09:33, mobile-prox, pratigan001,3,40,21
31-5-2016 09:33, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:33, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:33, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:33, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:33, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:33, mobile-prox, pyoung001,3,15,26
31-5-2016 09:33, mobile-prox, pyoung001,3,15,26
31-5-2016 09:33, mobile-prox, pyoung001,3,15,26
31-5-2016 09:33, mobile-prox, pyoung001,3,15,26
31-5-2016 09:33, mobile-prox, pyoung001,3,15,26
31-5-2016 09:33, mobile-prox, emintz001,3,15,38
31-5-2016 09:33, mobile-prox, emintz001,3,15,38
31-5-2016 09:33, mobile-prox, emintz001,3,15,38
31-5-2016 09:33, mobile-prox, emintz001,3,15,38
31-5-2016 09:33, mobile-prox, emintz001,3,15,38
31-5-2016 09:33, mobile-prox, ncelio001,3,21,49
31-5-2016 09:34, mobile-prox, ncelio001,3,21,49
31-5-2016 09:34, mobile-prox, ncelio001,3,21,49
31-5-2016 09:34, mobile-prox, ncelio001,3,21,49
31-5-2016 09:34, mobile-prox, ncelio001,3,21,49
31-5-2016 09:34, mobile-prox, llagos001,3,15,68
31-5-2016 09:34, mobile-prox, fresumir001,3,21,69
31-5-2016 09:34, mobile-prox, llagos001,3,15,68
31-5-2016 09:34, mobile-prox, llagos001,3,15,68
31-5-2016 09:34, mobile-prox, fresumir001,3,21,69
31-5-2016 09:34, mobile-prox, llagos001,3,15,68
31-5-2016 09:34, mobile-prox, fresumir001,3,21,69
31-5-2016 09:34, mobile-prox, llagos001,3,15,68
31-5-2016 09:34, mobile-prox, fresumir001,3,21,69
31-5-2016 09:34, mobile-prox, ostrum001,3,15,73
31-5-2016 09:34, mobile-prox, fresumir001,3,21,69
31-5-2016 09:34, mobile-prox, ostrum001,3,15,73
31-5-2016 09:34, mobile-prox, ostrum001,3,15,73
31-5-2016 09:34, mobile-prox, ostrum001,3,15,73
31-5-2016 09:34, mobile-prox, ostrum001,3,15,73
31-5-2016 09:34, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:34, mobile-prox, wvasco001,3,27,95
31-5-2016 09:34, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:34, mobile-prox, wvasco001,3,27,95
31-5-2016 09:34, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:34, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:34, mobile-prox, wvasco001,3,27,95
31-5-2016 09:34, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:34, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:34, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:34, mobile-prox, wvasco001,3,27,95
31-5-2016 09:34, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:34, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:34, mobile-prox, wvasco001,3,27,95
31-5-2016 09:34, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:35, mobile-prox, mbramar001,3,32,95
31-5-2016 09:35, mobile-prox, mbramar001,3,32,95
31-5-2016 09:35, mobile-prox, mbramar001,3,32,95
31-5-2016 09:35, mobile-prox, mbramar001,3,32,95
31-5-2016 09:36, mobile-prox, mbramar001,3,32,95
31-5-2016 09:36, mobile-prox, mbramar001,3,32,95
31-5-2016 09:36, mobile-prox, mbramar001,3,32,95
31-5-2016 09:36, mobile-prox, mbramar001,3,32,95
31-5-2016 09:36, mobile-prox, mbramar001,3,32,95
31-5-2016 09:36, mobile-prox, mbramar001,3,32,95
31-5-2016 09:36, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:36, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:36, mobile-prox, wvasco001,3,27,95
31-5-2016 09:36, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:36, mobile-prox, wvasco001,3,27,95
31-5-2016 09:36, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:36, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:36, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:36, mobile-prox, wvasco001,3,27,95
31-5-2016 09:36, mobile-prox, wvasco001,3,27,95
31-5-2016 09:36, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:36, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:36, mobile-prox, jsanjorge001,3,27,95
31-5-2016 09:36, mobile-prox, wvasco001,3,27,95
31-5-2016 09:36, mobile-prox, ibarranco001,3,27,95
31-5-2016 09:36, mobile-prox, ostrum001,3,15,73
31-5-2016 09:36, mobile-prox, ostrum001,3,15,73
31-5-2016 09:36, mobile-prox, ostrum001,3,15,73
31-5-2016 09:36, mobile-prox, ostrum001,3,15,73
31-5-2016 09:36, mobile-prox, fresumir001,3,21,69
31-5-2016 09:36, mobile-prox, ostrum001,3,15,73
31-5-2016 09:36, mobile-prox, llagos001,3,15,68
31-5-2016 09:36, mobile-prox, fresumir001,3,21,69
31-5-2016 09:36, mobile-prox, llagos001,3,15,68
31-5-2016 09:36, mobile-prox, fresumir001,3,21,69
31-5-2016 09:36, mobile-prox, fresumir001,3,21,69
31-5-2016 09:36, mobile-prox, llagos001,3,15,68
31-5-2016 09:36, mobile-prox, fresumir001,3,21,69
31-5-2016 09:36, mobile-prox, llagos001,3,15,68
31-5-2016 09:36, mobile-prox, llagos001,3,15,68
31-5-2016 09:37, mobile-prox, ncelio001,3,21,49
31-5-2016 09:37, mobile-prox, ncelio001,3,21,49
31-5-2016 09:37, mobile-prox, ncelio001,3,21,49
31-5-2016 09:37, mobile-prox, ncelio001,3,21,49
31-5-2016 09:37, mobile-prox, ncelio001,3,21,49
31-5-2016 09:37, mobile-prox, emintz001,3,15,38
31-5-2016 09:37, mobile-prox, emintz001,3,15,38
31-5-2016 09:37, mobile-prox, emintz001,3,15,38
31-5-2016 09:37, mobile-prox, emintz001,3,15,38
31-5-2016 09:37, mobile-prox, emintz001,3,15,38
31-5-2016 09:37, mobile-prox, pyoung001,3,15,26
31-5-2016 09:37, mobile-prox, pyoung001,3,15,26
31-5-2016 09:37, mobile-prox, pyoung001,3,15,26
31-5-2016 09:37, mobile-prox, pyoung001,3,15,26
31-5-2016 09:37, mobile-prox, pyoung001,3,15,26
31-5-2016 09:37, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:37, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:37, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:37, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:37, mobile-prox, pbeebe001,3,25,15
31-5-2016 09:38, mobile-prox, pratigan001,3,40,21
31-5-2016 09:38, mobile-prox, pratigan001,3,40,21
31-5-2016 09:38, mobile-prox, pratigan001,3,40,21
31-5-2016 09:38, mobile-prox, pratigan001,3,40,21
31-5-2016 09:38, mobile-prox, pratigan001,3,40,21
31-5-2016 09:38, mobile-prox, lorosco001,3,45,15
31-5-2016 09:38, mobile-prox, eedward001,3,45,15
31-5-2016 09:38, mobile-prox, eedward001,3,45,15
31-5-2016 09:38, mobile-prox, lorosco001,3,45,15
31-5-2016 09:38, mobile-prox, eedward001,3,45,15
31-5-2016 09:38, mobile-prox, lorosco001,3,45,15
31-5-2016 09:38, mobile-prox, lorosco001,3,45,15
31-5-2016 09:38, mobile-prox, eedward001,3,45,15
31-5-2016 09:38, mobile-prox, eedward001,3,45,15
31-5-2016 09:38, mobile-prox, lorosco001,3,45,15
31-5-2016 09:38, mobile-prox, gflorez002,3,85,15
31-5-2016 09:38, mobile-prox, gflorez002,3,85,15
31-5-2016 09:38, mobile-prox, gflorez002,3,85,15
31-5-2016 09:38, mobile-prox, gflorez002,3,85,15
31-5-2016 09:38, mobile-prox, gflorez002,3,85,15
31-5-2016 09:39, mobile-prox, hblue001,3,105,15
31-5-2016 09:39, mobile-prox, hblue001,3,105,15
31-5-2016 09:39, mobile-prox, hblue001,3,105,15
31-5-2016 09:39, mobile-prox, hblue001,3,105,15
31-5-2016 09:39, mobile-prox, hblue001,3,105,15
31-5-2016 09:39, mobile-prox, eklinger001,3,115,15
31-5-2016 09:39, mobile-prox, eklinger001,3,115,15
31-5-2016 09:39, mobile-prox, eklinger001,3,115,15
31-5-2016 09:39, mobile-prox, eklinger001,3,115,15
31-5-2016 09:39, mobile-prox, eklinger001,3,115,15
31-5-2016 09:39, mobile-prox, bovan001,3,120,15
31-5-2016 09:39, mobile-prox, bovan001,3,120,15
31-5-2016 09:39, mobile-prox, bovan001,3,120,15
31-5-2016 09:39, mobile-prox, bovan001,3,120,15
31-5-2016 09:41, mobile-prox, epavone001,3,106,95
31-5-2016 09:42, mobile-prox, clais001,3,73,82
31-5-2016 09:42, mobile-prox, clais001,3,73,82
31-5-2016 09:42, mobile-prox, clais001,3,73,82
31-5-2016 09:42, mobile-prox, clais001,3,73,82
31-5-2016 09:42, mobile-prox, clais001,3,73,82
31-5-2016 09:42, mobile-prox, tseifert001,3,73,77
31-5-2016 09:42, mobile-prox, tseifert001,3,73,77
31-5-2016 09:42, mobile-prox, tseifert001,3,73,77
31-5-2016 09:42, mobile-prox, tseifert001,3,73,77
31-5-2016 09:42, mobile-prox, tseifert001,3,73,77
31-5-2016 09:43, mobile-prox, aribera001,3,47,95
31-5-2016 09:43, mobile-prox, aribera001,3,47,95
31-5-2016 09:43, mobile-prox, aribera001,3,47,95
31-5-2016 09:43, mobile-prox, aribera001,3,47,95
31-5-2016 09:43, mobile-prox, aribera001,3,47,95
31-5-2016 09:43, mobile-prox, acampo001,3,53,95
31-5-2016 09:43, mobile-prox, acampo001,3,53,95
31-5-2016 09:43, mobile-prox, acampo001,3,53,95
31-5-2016 09:43, mobile-prox, acampo001,3,53,95
31-5-2016 09:43, mobile-prox, acampo001,3,53,95
31-5-2016 09:44, mobile-prox, rpantanal001,3,101,95
31-5-2016 09:44, mobile-prox, rpantanal001,3,101,95
31-5-2016 09:44, mobile-prox, rpantanal001,3,101,95
31-5-2016 09:44, mobile-prox, rpantanal001,3,101,95
31-5-2016 09:44, mobile-prox, rpantanal001,3,101,95
31-5-2016 09:44, mobile-prox, epavone001,3,106,95
31-5-2016 09:44, mobile-prox, epavone001,3,106,95
31-5-2016 09:44, mobile-prox, epavone001,3,106,95
31-5-2016 09:44, mobile-prox, epavone001,3,106,95
31-5-2016 09:44, mobile-prox, epavone001,3,106,95
31-5-2016 14:38, mobile-prox, fadair001,3,44,31
31-5-2016 14:38, mobile-prox, fadair001,3,44,31
31-5-2016 14:38, mobile-prox, fadair001,3,44,31
31-5-2016 14:38, mobile-prox, fadair001,3,44,31
31-5-2016 14:38, mobile-prox, fadair001,3,44,31
31-5-2016 14:39, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:39, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:39, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:39, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:39, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:39, mobile-prox, eedward001,3,15,21
31-5-2016 14:39, mobile-prox, eedward001,3,15,21
31-5-2016 14:39, mobile-prox, eedward001,3,15,21
31-5-2016 14:39, mobile-prox, eedward001,3,15,21
31-5-2016 14:39, mobile-prox, eedward001,3,15,21
31-5-2016 14:39, mobile-prox, sflecha001,3,21,27
31-5-2016 14:39, mobile-prox, sflecha001,3,21,27
31-5-2016 14:39, mobile-prox, sflecha001,3,21,27
31-5-2016 14:39, mobile-prox, sflecha001,3,21,27
31-5-2016 14:39, mobile-prox, sflecha001,3,21,27
31-5-2016 14:39, mobile-prox, ncelio001,3,21,49
31-5-2016 14:40, mobile-prox, ncelio001,3,21,49
31-5-2016 14:40, mobile-prox, ncelio001,3,21,49
31-5-2016 14:40, mobile-prox, ncelio001,3,21,49
31-5-2016 14:40, mobile-prox, ncelio001,3,21,49
31-5-2016 14:41, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:41, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:41, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:41, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:41, mobile-prox, llagos001,3,15,68
31-5-2016 14:41, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:41, mobile-prox, llagos001,3,15,68
31-5-2016 14:41, mobile-prox, fresumir001,3,21,69
31-5-2016 14:41, mobile-prox, fresumir001,3,21,69
31-5-2016 14:41, mobile-prox, llagos001,3,15,68
31-5-2016 14:41, mobile-prox, llagos001,3,15,68
31-5-2016 14:41, mobile-prox, fresumir001,3,21,69
31-5-2016 14:41, mobile-prox, llagos001,3,15,68
31-5-2016 14:41, mobile-prox, fresumir001,3,21,69
31-5-2016 14:41, mobile-prox, fresumir001,3,21,69
31-5-2016 14:41, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:41, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:41, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:41, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:41, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:41, mobile-prox, mbramar001,3,32,95
31-5-2016 14:41, mobile-prox, mbramar001,3,32,95
31-5-2016 14:41, mobile-prox, mbramar001,3,32,95
31-5-2016 14:41, mobile-prox, mbramar001,3,32,95
31-5-2016 14:42, mobile-prox, mbramar001,3,32,95
31-5-2016 14:42, mobile-prox, mbramar001,3,32,95
31-5-2016 14:42, mobile-prox, mbramar001,3,32,95
31-5-2016 14:42, mobile-prox, mbramar001,3,32,95
31-5-2016 14:42, mobile-prox, mbramar001,3,32,95
31-5-2016 14:42, mobile-prox, mbramar001,3,32,95
31-5-2016 14:42, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:42, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:42, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:42, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:42, mobile-prox, jsanjorge001,3,27,95
31-5-2016 14:42, mobile-prox, fresumir001,3,21,69
31-5-2016 14:42, mobile-prox, fresumir001,3,21,69
31-5-2016 14:42, mobile-prox, llagos001,3,15,68
31-5-2016 14:42, mobile-prox, fresumir001,3,21,69
31-5-2016 14:42, mobile-prox, llagos001,3,15,68
31-5-2016 14:42, mobile-prox, fresumir001,3,21,69
31-5-2016 14:42, mobile-prox, llagos001,3,15,68
31-5-2016 14:42, mobile-prox, llagos001,3,15,68
31-5-2016 14:42, mobile-prox, fresumir001,3,21,69
31-5-2016 14:42, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:42, mobile-prox, llagos001,3,15,68
31-5-2016 14:42, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:42, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:42, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:42, mobile-prox, lcarrara001,3,21,64
31-5-2016 14:43, mobile-prox, ncelio001,3,21,49
31-5-2016 14:43, mobile-prox, ncelio001,3,21,49
31-5-2016 14:43, mobile-prox, ncelio001,3,21,49
31-5-2016 14:43, mobile-prox, ncelio001,3,21,49
31-5-2016 14:43, mobile-prox, ncelio001,3,21,49
31-5-2016 14:43, mobile-prox, sflecha001,3,21,27
31-5-2016 14:43, mobile-prox, sflecha001,3,21,27
31-5-2016 14:43, mobile-prox, sflecha001,3,21,27
31-5-2016 14:43, mobile-prox, sflecha001,3,21,27
31-5-2016 14:43, mobile-prox, sflecha001,3,21,27
31-5-2016 14:43, mobile-prox, eedward001,3,15,21
31-5-2016 14:43, mobile-prox, eedward001,3,15,21
31-5-2016 14:43, mobile-prox, eedward001,3,15,21
31-5-2016 14:43, mobile-prox, eedward001,3,15,21
31-5-2016 14:43, mobile-prox, eedward001,3,15,21
31-5-2016 14:43, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:43, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:43, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:43, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:43, mobile-prox, pbeebe001,3,25,15
31-5-2016 14:44, mobile-prox, pyoung001,3,50,15
31-5-2016 14:44, mobile-prox, pyoung001,3,50,15
31-5-2016 14:44, mobile-prox, pyoung001,3,50,15
31-5-2016 14:44, mobile-prox, pyoung001,3,50,15
31-5-2016 14:44, mobile-prox, pyoung001,3,50,15
31-5-2016 14:44, mobile-prox, gflorez002,3,85,15
31-5-2016 14:44, mobile-prox, gflorez002,3,85,15
31-5-2016 14:44, mobile-prox, gflorez002,3,85,15
31-5-2016 14:44, mobile-prox, gflorez002,3,85,15
31-5-2016 14:44, mobile-prox, gflorez002,3,85,15
31-5-2016 14:45, mobile-prox, hblue001,3,105,15
31-5-2016 14:45, mobile-prox, hblue001,3,105,15
31-5-2016 14:45, mobile-prox, hblue001,3,105,15
31-5-2016 14:45, mobile-prox, hblue001,3,105,15
31-5-2016 14:45, mobile-prox, hblue001,3,105,15
31-5-2016 14:45, mobile-prox, eklinger001,3,115,15
31-5-2016 14:45, mobile-prox, eklinger001,3,115,15
31-5-2016 14:45, mobile-prox, eklinger001,3,115,15
31-5-2016 14:45, mobile-prox, eklinger001,3,115,15
31-5-2016 14:45, mobile-prox, eklinger001,3,115,15
31-5-2016 14:45, mobile-prox, bovan001,3,120,15
31-5-2016 14:45, mobile-prox, bovan001,3,120,15
31-5-2016 14:45, mobile-prox, bovan001,3,120,15
31-5-2016 14:45, mobile-prox, bovan001,3,120,15
31-5-2016 14:45, mobile-prox, pratigan001,3,118,47
31-5-2016 14:45, mobile-prox, pratigan001,3,118,47
31-5-2016 14:45, mobile-prox, pratigan001,3,118,47
31-5-2016 14:45, mobile-prox, pratigan001,3,118,47
31-5-2016 14:45, mobile-prox, pratigan001,3,118,47
31-5-2016 14:48, mobile-prox, epavone001,3,106,95
31-5-2016 14:49, mobile-prox, clais001,3,73,82
31-5-2016 14:49, mobile-prox, clais001,3,73,82
31-5-2016 14:49, mobile-prox, clais001,3,73,82
31-5-2016 14:49, mobile-prox, clais001,3,73,82
31-5-2016 14:49, mobile-prox, clais001,3,73,82
31-5-2016 14:49, mobile-prox, tseifert001,3,73,77
31-5-2016 14:49, mobile-prox, tseifert001,3,73,77
31-5-2016 14:49, mobile-prox, tseifert001,3,73,77
31-5-2016 14:49, mobile-prox, tseifert001,3,73,77
31-5-2016 14:49, mobile-prox, tseifert001,3,73,77
31-5-2016 14:50, mobile-prox, aribera001,3,47,95
31-5-2016 14:50, mobile-prox, aribera001,3,47,95
31-5-2016 14:50, mobile-prox, aribera001,3,47,95
31-5-2016 14:50, mobile-prox, aribera001,3,47,95
31-5-2016 14:50, mobile-prox, aribera001,3,47,95
31-5-2016 14:50, mobile-prox, acampo001,3,53,95
31-5-2016 14:50, mobile-prox, ibarranco001,3,53,95
31-5-2016 14:50, mobile-prox, acampo001,3,53,95
31-5-2016 14:50, mobile-prox, ibarranco001,3,53,95
31-5-2016 14:50, mobile-prox, acampo001,3,53,95
31-5-2016 14:50, mobile-prox, ibarranco001,3,53,95
31-5-2016 14:50, mobile-prox, ibarranco001,3,53,95
31-5-2016 14:50, mobile-prox, acampo001,3,53,95
31-5-2016 14:50, mobile-prox, acampo001,3,53,95
31-5-2016 14:50, mobile-prox, ibarranco001,3,53,95
31-5-2016 14:51, mobile-prox, rpantanal001,3,101,95
31-5-2016 14:51, mobile-prox, rpantanal001,3,101,95
31-5-2016 14:51, mobile-prox, rpantanal001,3,101,95
31-5-2016 14:51, mobile-prox, rpantanal001,3,101,95
31-5-2016 14:51, mobile-prox, rpantanal001,3,101,95
31-5-2016 14:51, mobile-prox, epavone001,3,106,95
31-5-2016 14:51, mobile-prox, epavone001,3,106,95
31-5-2016 14:51, mobile-prox, epavone001,3,106,95
31-5-2016 14:51, mobile-prox, epavone001,3,106,95
31-5-2016 14:51, mobile-prox, epavone001,3,106,95
1-6-2016 09:32, mobile-prox, fadair001,3,44,31
1-6-2016 09:32, mobile-prox, fadair001,3,44,31
1-6-2016 09:32, mobile-prox, fadair001,3,44,31
1-6-2016 09:32, mobile-prox, fadair001,3,44,31
1-6-2016 09:33, mobile-prox, fadair001,3,44,31
1-6-2016 09:34, mobile-prox, lorosco001,3,45,15
1-6-2016 09:34, mobile-prox, lorosco001,3,45,15
1-6-2016 09:34, mobile-prox, lorosco001,3,45,15
1-6-2016 09:34, mobile-prox, lorosco001,3,45,15
1-6-2016 09:34, mobile-prox, lorosco001,3,45,15
1-6-2016 09:34, mobile-prox, pratigan001,3,40,21
1-6-2016 09:34, mobile-prox, pratigan001,3,40,21
1-6-2016 09:34, mobile-prox, pratigan001,3,40,21
1-6-2016 09:34, mobile-prox, pratigan001,3,40,21
1-6-2016 09:34, mobile-prox, pratigan001,3,40,21
1-6-2016 09:34, mobile-prox, pbeebe001,3,25,15
1-6-2016 09:34, mobile-prox, pbeebe001,3,25,15
1-6-2016 09:34, mobile-prox, pbeebe001,3,25,15
1-6-2016 09:34, mobile-prox, pbeebe001,3,25,15
1-6-2016 09:34, mobile-prox, pbeebe001,3,25,15
1-6-2016 09:34, mobile-prox, eedward001,3,15,21
1-6-2016 09:34, mobile-prox, eedward001,3,15,21
1-6-2016 09:34, mobile-prox, eedward001,3,15,21
1-6-2016 09:34, mobile-prox, eedward001,3,15,21
1-6-2016 09:34, mobile-prox, eedward001,3,15,21
1-6-2016 09:34, mobile-prox, pyoung001,3,15,26
1-6-2016 09:34, mobile-prox, pyoung001,3,15,26
1-6-2016 09:34, mobile-prox, pyoung001,3,15,26
1-6-2016 09:34, mobile-prox, pyoung001,3,15,26
1-6-2016 09:34, mobile-prox, pyoung001,3,15,26
1-6-2016 09:34, mobile-prox, emintz001,3,15,38
1-6-2016 09:34, mobile-prox, emintz001,3,15,38
1-6-2016 09:34, mobile-prox, emintz001,3,15,38
1-6-2016 09:34, mobile-prox, emintz001,3,15,38
1-6-2016 09:34, mobile-prox, emintz001,3,15,38
1-6-2016 09:34, mobile-prox, ncelio001,3,21,49
1-6-2016 09:35, mobile-prox, ncelio001,3,21,49
1-6-2016 09:35, mobile-prox, ncelio001,3,21,49
1-6-2016 09:35, mobile-prox, ncelio001,3,21,49
1-6-2016 09:35, mobile-prox, ncelio001,3,21,49
1-6-2016 09:35, mobile-prox, lcarrara001,3,21,64
1-6-2016 09:35, mobile-prox, lcarrara001,3,21,64
1-6-2016 09:35, mobile-prox, lcarrara001,3,21,64
1-6-2016 09:35, mobile-prox, lcarrara001,3,21,64
1-6-2016 09:35, mobile-prox, llagos001,3,15,68
1-6-2016 09:35, mobile-prox, lcarrara001,3,21,64
1-6-2016 09:35, mobile-prox, fresumir001,3,21,69
1-6-2016 09:35, mobile-prox, llagos001,3,15,68
1-6-2016 09:35, mobile-prox, llagos001,3,15,68
1-6-2016 09:35, mobile-prox, fresumir001,3,21,69
1-6-2016 09:35, mobile-prox, fresumir001,3,21,69
1-6-2016 09:35, mobile-prox, llagos001,3,15,68
1-6-2016 09:36, mobile-prox, llagos001,3,15,68
1-6-2016 09:36, mobile-prox, fresumir001,3,21,69
1-6-2016 09:36, mobile-prox, ostrum001,3,15,73
1-6-2016 09:36, mobile-prox, fresumir001,3,21,69
1-6-2016 09:36, mobile-prox, ostrum001,3,15,73
1-6-2016 09:36, mobile-prox, ostrum001,3,15,73
